STATE/UT,Year,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
HIMACHAL PRADESH,2008,REGISTRATION OF FOREIGNERS ACT,0,0,0,1,1,2,1,0,1,0,0,0,2,1,3
HIMACHAL PRADESH,2008,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HIMACHAL PRADESH,2008,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,OTHER SLL OFFENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2008,TOTAL,0,0,0,63,2,65,48,2,50,18,0,18,129,4,133
HIMACHAL PRADESH,2009,ARMS ACT,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
HIMACHAL PRADESH,2009,N.D.P.S. ACT,0,0,0,94,2,96,93,4,97,7,0,7,194,6,200
HIMACHAL PRADESH,2009,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,EXCISE ACT,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
HIMACHAL PRADESH,2009,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
HIMACHAL PRADESH,2009,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,INDIAN RAILWAYS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,REGISTRATION OF FOREIGNERS ACT,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
HIMACHAL PRADESH,2009,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,OTHER SLL OFFENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2009,TOTAL,0,0,0,101,2,103,98,4,102,7,0,7,206,6,212
HIMACHAL PRADESH,2010,ARMS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,N.D.P.S. ACT,0,0,0,81,1,82,88,4,92,46,0,46,215,5,220
HIMACHAL PRADESH,2010,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,EXCISE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
HIMACHAL PRADESH,2010,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,INDIAN RAILWAYS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HIMACHAL PRADESH,2010,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2010,OTHER SLL OFFENCE,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
HIMACHAL PRADESH,2010,TOTAL,0,0,0,85,1,86,90,4,94,46,0,46,221,5,226
HIMACHAL PRADESH,2011,ARMS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,N.D.P.S. ACT,0,0,0,55,0,55,67,1,68,11,0,11,133,1,134
HIMACHAL PRADESH,2011,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,EXCISE ACT,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2
HIMACHAL PRADESH,2011,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,INDIAN RAILWAYS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,3,0,3,0,0,0,2,0,2,5,0,5
HIMACHAL PRADESH,2011,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2011,OTHER SLL OFFENCE,0,0,0,6,0,6,2,2,4,0,0,0,8,2,10
HIMACHAL PRADESH,2011,TOTAL,0,0,0,64,0,64,70,3,73,14,0,14,148,3,151
HIMACHAL PRADESH,2012,ARMS ACT,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
HIMACHAL PRADESH,2012,N.D.P.S. ACT,0,0,0,81,0,81,78,1,79,13,1,14,172,2,174
HIMACHAL PRADESH,2012,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,EXCISE ACT,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
HIMACHAL PRADESH,2012,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,INDIAN RAILWAYS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
HIMACHAL PRADESH,2012,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
HIMACHAL PRADESH,2012,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,OTHER SLL OFFENCE,0,0,0,5,0,5,5,0,5,1,1,2,11,1,12
HIMACHAL PRADESH,2012,TOTAL,0,0,0,90,0,90,88,1,89,14,2,16,192,3,195
JAMMU & KASHMIR,2001,ARMS ACT,11,0,11,166,0,166,106,0,106,12,0,12,295,0,295
JAMMU & KASHMIR,2001,N.D.P.S. ACT,2,0,2,29,1,30,19,1,20,3,0,3,53,2,55
JAMMU & KASHMIR,2001,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,EXCISE ACT,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
JAMMU & KASHMIR,2001,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,EXPLOSIVE & EXPLOSIVE SUBST. ACT,1,0,1,22,0,22,2,0,2,0,0,0,25,0,25
JAMMU & KASHMIR,2001,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,3,0,3,3,0,3,1,0,1,7,0,7
JAMMU & KASHMIR,2001,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,INDIAN RAILWAYS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,REGISTRATION OF FOREIGNERS ACT,2,0,2,0,0,0,1,0,1,1,0,1,4,0,4
JAMMU & KASHMIR,2001,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,ESSENTIAL COMMODITIES ACT,5,0,5,8,0,8,2,0,2,0,0,0,15,0,15
JAMMU & KASHMIR,2001,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,PREVENTION OF CORRUPTION ACT-1988,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
JAMMU & KASHMIR,2001,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2001,OTHER SLL OFFENCE,1,0,1,45,1,46,0,0,0,7,1,8,53,2,55
JAMMU & KASHMIR,2001,TOTAL,22,0,22,277,2,279,133,1,134,24,1,25,456,4,460
JAMMU & KASHMIR,2002,ARMS ACT,0,0,0,51,0,51,31,0,31,2,0,2,84,0,84
JAMMU & KASHMIR,2002,N.D.P.S. ACT,3,0,3,19,1,20,38,2,40,9,0,9,69,3,72
JAMMU & KASHMIR,2002,GAMBLING ACT,1,0,1,3,0,3,6,0,6,1,0,1,11,0,11
JAMMU & KASHMIR,2002,EXCISE ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
JAMMU & KASHMIR,2002,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,4,0,4,6,0,6,2,0,2,12,0,12
JAMMU & KASHMIR,2002,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,5,0,5,2,0,2,0,0,0,7,0,7
JAMMU & KASHMIR,2002,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,INDIAN RAILWAYS ACT,0,0,0,2,0,2,0,0,0,2,0,2,4,0,4
JAMMU & KASHMIR,2002,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
JAMMU & KASHMIR,2002,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,ESSENTIAL COMMODITIES ACT,0,0,0,4,0,4,0,0,0,3,0,3,7,0,7
JAMMU & KASHMIR,2002,ANTIQUITIES AND ART TREASURE ACT,0,0,0,2,0,2,0,0,0,5,0,5,7,0,7
JAMMU & KASHMIR,2002,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002,OTHER SLL OFFENCE,0,0,0,46,0,46,22,0,22,4,0,4,72,0,72
JAMMU & KASHMIR,2002,TOTAL,4,0,4,136,1,137,106,2,108,29,0,29,275,3,278
JAMMU & KASHMIR,2003,ARMS ACT,6,0,6,115,2,117,43,0,43,5,0,5,169,2,171
JAMMU & KASHMIR,2003,N.D.P.S. ACT,2,0,2,34,0,34,18,2,20,4,0,4,58,2,60
JAMMU & KASHMIR,2003,GAMBLING ACT,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
JAMMU & KASHMIR,2003,EXCISE ACT,0,0,0,0,0,0,13,0,13,0,0,0,13,0,13
JAMMU & KASHMIR,2003,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,EXPLOSIVE & EXPLOSIVE SUBST. ACT,1,0,1,26,0,26,7,0,7,4,0,4,38,0,38
JAMMU & KASHMIR,2003,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,17,0,17,5,0,5,2,0,2,24,0,24
JAMMU & KASHMIR,2003,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
JAMMU & KASHMIR,2003,INDIAN RAILWAYS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,REGISTRATION OF FOREIGNERS ACT,1,0,1,10,0,10,7,0,7,0,1,1,18,1,19
JAMMU & KASHMIR,2003,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,INDIAN PASSPORT ACT,0,0,0,104,0,104,0,0,0,0,0,0,104,0,104
JAMMU & KASHMIR,2003,ESSENTIAL COMMODITIES ACT,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
JAMMU & KASHMIR,2003,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003,OTHER SLL OFFENCE,0,0,0,23,1,24,69,0,69,2,0,2,94,1,95
JAMMU & KASHMIR,2003,TOTAL,13,0,13,331,3,334,162,2,164,20,1,21,526,6,532
JAMMU & KASHMIR,2004,ARMS ACT,1,0,1,96,0,96,51,0,51,16,0,16,164,0,164
JAMMU & KASHMIR,2004,N.D.P.S. ACT,0,0,0,41,0,41,27,1,28,6,0,6,74,1,75
JAMMU & KASHMIR,2004,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,EXCISE ACT,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
JAMMU & KASHMIR,2004,PROHIBITION ACT,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
JAMMU & KASHMIR,2004,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,3,0,3,4,0,4,1,0,1,8,0,8
JAMMU & KASHMIR,2004,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,29,0,29,16,0,16,0,0,0,45,0,45
JAMMU & KASHMIR,2004,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,INDIAN RAILWAYS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,REGISTRATION OF FOREIGNERS ACT,2,0,2,7,0,7,4,0,4,2,0,2,15,0,15
JAMMU & KASHMIR,2004,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,INDIAN PASSPORT ACT,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
JAMMU & KASHMIR,2004,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
JAMMU & KASHMIR,2004,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004,OTHER SLL OFFENCE,0,0,0,13,0,13,7,0,7,2,0,2,22,0,22
JAMMU & KASHMIR,2004,TOTAL,3,0,3,193,0,193,109,3,112,27,0,27,332,3,335
JAMMU & KASHMIR,2005,ARMS ACT,0,0,0,103,1,104,53,0,53,6,0,6,162,1,163
JAMMU & KASHMIR,2005,N.D.P.S. ACT,0,0,0,44,0,44,73,0,73,22,0,22,139,0,139
JAMMU & KASHMIR,2005,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,EXCISE ACT,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
JAMMU & KASHMIR,2005,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,32,0,32,18,0,18,6,0,6,56,0,56
JAMMU & KASHMIR,2005,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,27,0,27,16,0,16,2,0,2,45,0,45
JAMMU & KASHMIR,2005,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
JAMMU & KASHMIR,2005,INDIAN RAILWAYS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,REGISTRATION OF FOREIGNERS ACT,1,0,1,7,0,7,8,0,8,2,0,2,18,0,18
JAMMU & KASHMIR,2005,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,INDIAN PASSPORT ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
JAMMU & KASHMIR,2005,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
JAMMU & KASHMIR,2005,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,OTHER SLL OFFENCE,0,0,0,17,0,17,11,0,11,5,0,5,33,0,33
JAMMU & KASHMIR,2005,TOTAL,1,0,1,232,2,234,180,0,180,44,0,44,457,2,459
JAMMU & KASHMIR,2006,ARMS ACT,0,0,0,38,0,38,57,0,57,2,0,2,97,0,97
JAMMU & KASHMIR,2006,N.D.P.S. ACT,0,0,0,52,0,52,50,0,50,14,0,14,116,0,116
JAMMU & KASHMIR,2006,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006,EXCISE ACT,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
JAMMU & KASHMIR,2006,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,45,0,45,25,0,25,8,0,8,78,0,78
JAMMU & KASHMIR,2006,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,14,0,14,1,0,1,0,0,0,15,0,15
JAMMU & KASHMIR,2006,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006,INDIAN RAILWAYS ACT,0,0,0,6,0,6,6,0,6,0,0,0,12,0,12
JAMMU & KASHMIR,2006,REGISTRATION OF FOREIGNERS ACT,4,0,4,22,0,22,10,0,10,5,0,5,41,0,41
JAMMU & KASHMIR,2006,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
